market,Empirical_Rank_5yr,Empirical_Rank_10yr,Summary_Sheet_Rank,Rank_Difference_5yr,Quadrant,Supply_Growth_5yr,UPP_Change_5yr,Absorption_Pressure,Trajectory_Score,Rank_1yr,Rank_10yr,Rent_Growth_1yr,Rent_Growth_5yr_Ann,Rent_Growth_10yr_Ann,COVID_Deviation_Flag,Supply_Shift_Flag,PreCOVID_SalePrice_AnnGrowth,COVID_SalePrice_AnnGrowth
Milwaukee - WI,104.0,121.0,143.0,39.0,Q4_HighSupply_Oversupply,0.0657989213017851,0.0054038406542136,-0.0702460484448623,49.0,78.0,127.0,0.017617461004028,0.0253543435627694,0.0228845493015839,False,False,0.0533024247160955,0.0851290356600982
Youngstown - OH,105.0,117.0,138.0,33.0,Q2_LowSupply_TightPerCap,-0.0013328890369876,0.0005643481641119,-0.0162866344158717,119.0,12.0,131.0,0.0268520933941445,0.0260922231048224,0.022460409882048,True,True,0.0299796370425298,0.0996011599497539
Visalia - CA,106.0,77.0,89.5,-16.5,Q1_HighSupply_TightPerCap,0.0845925191974237,0.0010835951817166,-0.0656940147793685,8.0,41.0,49.0,0.0226190769463678,0.0277287163983495,0.0267248173611831,True,False,0.0610998382592549,0.1351625669977068
Albuquerque - NM,107.0,99.0,114.0,7.0,Q4_HighSupply_Oversupply,0.0583212273677498,0.002905309591205,-0.0481993941696443,-3.0,106.0,103.0,0.0142198290585806,0.0254473803819808,0.0248796736519654,True,True,0.0521985178036199,0.1635355456637783
Baton Rouge - LA,108.0,101.0,117.0,9.0,Q2_LowSupply_TightPerCap,0.0419101123595506,0.0015472353503118,-0.0302264247256891,-11.0,112.0,101.0,0.013801347868366,0.0262223950508833,0.0250397016639791,True,True,0.0260613510253673,0.1483787062795081
Portland - OR,109.0,76.0,84.0,-25.0,Q2_LowSupply_TightPerCap,0.0525133377792597,0.0013434302284795,-0.0148083393390037,-61.0,132.0,71.0,0.0116364308019094,0.0258398065486471,0.0259835627461231,False,False,0.0670620220681614,0.1206461722566332
Madison - WI,110.0,138.0,95.5,-14.5,Q4_HighSupply_Oversupply,0.1045631055435862,0.0074160097084211,-0.0701766276956346,110.0,16.0,126.0,0.0260683525124245,0.0260658147342911,0.0230798828621534,False,False,0.059716710936247,0.1020208522407282
Hartford - CT,111.0,118.0,142.0,31.0,Q3_LowSupply_Stagnant,0.0542448527038217,0.0035843799088858,-0.0605290393315285,45.0,71.0,116.0,0.0188239613723211,0.0265318091464143,0.0238809261747021,True,True,0.0399611732163212,0.1489341432179824
Huntsville - AL,112.0,103.0,68.0,-44.0,Q4_HighSupply_Oversupply,0.147755252790545,0.0088392844307958,-0.1020451867626095,-29.0,124.0,95.0,0.0127634751589456,0.0256676103613289,0.0252143523901235,True,True,0.0844091474369028,0.1779022682264575
Canton - OH,113.0,122.0,140.0,27.0,Q2_LowSupply_TightPerCap,0.001144077492182,0.0004067140055271,-0.0122195586224486,112.0,21.0,133.0,0.0249956352505453,0.0257163225275292,0.0223688651848574,True,False,0.044270640833419,0.1018672993394007
Dayton - OH,114.0,129.0,141.0,27.0,Q3_LowSupply_Stagnant,0.033552568868554,0.0023598420858807,-0.0365389076957155,105.0,39.0,144.0,0.0226558979944748,0.024301577177346,0.0211437809513985,True,True,0.054218122021721,0.1129274886142681
Grand Rapids - MI,115.0,137.0,85.0,-30.0,Q1_HighSupply_TightPerCap,0.0768310856806431,0.0019758424697076,-0.0419084501536706,69.0,68.0,137.0,0.0189241277096157,0.0243336733104955,0.022069191523099,True,False,0.071693378735568,0.1484563187951098
Anchorage - AK,116.0,106.0,104.0,-12.0,Q2_LowSupply_TightPerCap,0.0015301048121796,-0.0007815615889864,0.0247753166371338,21.0,97.0,118.0,0.0147108157631783,0.0245425757213453,0.0238213931950808,True,True,0.0137153273271826,0.1085152922314467
McAllen - TX,117.0,110.0,61.5,-55.5,Q2_LowSupply_TightPerCap,0.0419828022255943,9.414434849834216e-05,-0.0041129331189908,38.0,45.0,83.0,0.0222036583999671,0.0266905919539945,0.0255985551701984,True,True,0.0288929916046518,0.1210430279103553
Flint - MI,118.0,128.0,136.5,18.5,Q2_LowSupply_TightPerCap,0.015094151638936,0.0018818406280542,-0.0364880855615586,100.0,43.0,143.0,0.0223733817957607,0.0242526006492267,0.0212290238739483,True,False,0.0698727591911336,0.1541641820382409
Ocala - FL,119.0,111.0,99.0,-20.0,Q4_HighSupply_Oversupply,0.2410888983411314,0.0050126423007603,-0.1877586609929054,-4.0,113.0,109.0,0.0135734513549123,0.0248154121261625,0.0242982692069955,True,True,0.0769800225546992,0.158483083783957
Myrtle Beach - SC,120.0,115.0,61.5,-58.5,Q4_HighSupply_Oversupply,0.1853754806220013,0.0051596657312824,-0.1089611029421102,-21.0,133.0,112.0,0.0116287492543076,0.0244509500778851,0.024138608106849,True,True,0.0715339621844146,0.182706058081342
Denver - CO,121.0,47.0,88.0,-33.0,Q4_HighSupply_Oversupply,0.0980696104421989,0.0055336380214557,-0.0557908148888048,-117.0,149.0,32.0,0.0001171948823275,0.0252336462217244,0.02739952144274,False,False,0.0714526390948746,0.1212259475220156
Springfield - MO,122.0,140.0,109.0,-13.0,Q2_LowSupply_TightPerCap,0.0536513789081605,0.001682921125561,-0.0320934444510632,89.0,47.0,136.0,0.0221774372725649,0.0248205324772281,0.0221303587215786,True,True,0.0510194283171558,0.1230074474009759
Akron - OH,123.0,130.0,147.0,24.0,Q2_LowSupply_TightPerCap,0.0134858582148291,0.0011428851874601,-0.0207719810120934,76.0,69.0,145.0,0.0188869120155243,0.0237596737419427,0.0210304963750143,True,False,0.0307323373538097,0.1167939330016665
Los Angeles - CA,124.0,120.0,139.0,15.0,Q3_LowSupply_Stagnant,0.0222174629010918,0.0028849834027919,-0.0264916566076331,50.0,88.0,138.0,0.0157062303456094,0.0217079528928592,0.0219718351482394,False,False,0.0682983620688266,0.1105936831050851
East Bay - CA,125.0,108.0,118.0,-7.0,Q2_LowSupply_TightPerCap,0.0347848998506929,0.0009045177047156,-0.0134548696711052,9.0,111.0,120.0,0.0139520895640405,0.0227613143006342,0.0234516255724432,False,False,0.0761887331460333,0.0891199304423857
Toledo - OH,126.0,139.0,144.0,18.0,Q2_LowSupply_TightPerCap,0.0224411469919574,0.00181795077181,-0.0266062230619819,94.0,52.0,146.0,0.0213327869823565,0.0238987182881209,0.0209787793822411,True,False,0.035349247119788,0.114352721284709
Orlando - FL,127.0,72.0,53.5,-73.5,Q4_HighSupply_Oversupply,0.1270033831117794,0.0045372425055663,-0.0599612807639382,-71.0,121.0,50.0,0.0129885988709321,0.0257480145075945,0.0266933991476108,True,False,0.0793946890735448,0.1696370974023247
Houston - TX,128.0,126.0,46.5,-81.5,Q1_HighSupply_TightPerCap,0.0593707127213019,-0.0006401833531217,0.0071563831084484,-4.0,129.0,125.0,0.0120524057270638,0.0237924899010923,0.0230805299327918,True,False,0.0462920180060681,0.1179206649428936
Killeen - TX,129.0,133.0,89.5,-39.5,Q2_LowSupply_TightPerCap,0.0483653887899968,0.0002500006485126,-0.00576368012729,54.0,70.0,124.0,0.0188694597429968,0.0243110078966648,0.0231549872780203,True,True,0.0427583925491761,0.1496933578618096
Fort Wayne - IN,130.0,144.0,126.0,-4.0,Q4_HighSupply_Oversupply,0.0648444201824847,0.0030555962765264,-0.0554625172028335,95.0,44.0,139.0,0.0222876682353898,0.0246211769972282,0.0219265365382015,True,True,0.0582936817484296,0.1230867617492794
Corpus Christi - TX,131.0,127.0,145.0,14.0,Q3_LowSupply_Stagnant,0.0382736400419601,0.002531352995162,-0.0343887177912756,46.0,84.0,130.0,0.0167056129179266,0.0237621396327849,0.0224793082522913,True,True,0.0440179189507246,0.1249538686283706
Omaha - NE,132.0,148.0,122.0,-10.0,Q4_HighSupply_Oversupply,0.1116235497585933,0.0057963843777604,-0.0726085869166495,80.0,61.0,141.0,0.0206369150011613,0.02423563022717,0.0217265334330472,False,False,0.0643913334208423,0.1167704014305037
Honolulu - HI,133.0,123.0,133.0,0.0,Q2_LowSupply_TightPerCap,0.0151259433812056,0.0004759971377605,-0.0150055964233255,60.0,75.0,135.0,0.0182128494088273,0.0211112362173238,0.0222813404524928,True,False,0.0447521583502743,0.1228453567823295
Saint Louis - MO,134.0,131.0,148.0,14.0,Q3_LowSupply_Stagnant,0.0481706753921866,0.0029182834687406,-0.0535487285726936,42.0,90.0,132.0,0.0156733901405166,0.0233709774180816,0.0223869430943515,True,True,0.0505287899058946,0.1301779291984965
Tulsa - OK,135.0,146.0,125.0,-10.0,Q4_HighSupply_Oversupply,0.0639830637546072,0.0023408015212562,-0.0385553091285992,107.0,40.0,147.0,0.0226386359180694,0.0236234511874582,0.0208444038228101,True,True,0.0370795387341909,0.1464441407875005
New Orleans - LA,136.0,136.0,146.0,10.0,Q2_LowSupply_TightPerCap,0.0307095634411274,0.0012303658588561,-0.021547458606606,0.0,140.0,140.0,0.0095780723967036,0.0221820905044722,0.0218211706426945,True,False,0.0461995638708774,0.1263714968005902
Kansas City - MO,137.0,132.0,132.0,-5.0,Q4_HighSupply_Oversupply,0.1063101875316776,0.0066108447804989,-0.0837567184735004,-12.0,134.0,122.0,0.0114107109618399,0.0238894727846796,0.0234247128390381,True,False,0.0553570655373638,0.1260403235414513
Miami - FL,138.0,124.0,127.0,-11.0,Q4_HighSupply_Oversupply,0.1111296545359943,0.0073292723418471,-0.0992911590232281,76.0,38.0,114.0,0.0230957850497219,0.0240080833428881,0.0241017234232197,True,False,0.0612196949300483,0.1643384018231053
New York - NY,139.0,145.0,120.0,-19.0,Q3_LowSupply_Stagnant,0.0413985669823389,0.0026106423667393,-0.0244349755108559,68.0,82.0,150.0,0.0170026452410643,0.0199110610095845,0.0189689182426555,False,False,0.0491420784921077,0.0739991166828397
Northern New Jersey - NJ,140.0,141.0,131.0,-9.0,Q4_HighSupply_Oversupply,0.0803558157350132,0.0043086015803843,-0.0662147788488782,48.0,80.0,128.0,0.0173546969382993,0.0235001492605373,0.0228414852618139,True,True,0.0387832477809804,0.1149613646447331
Salt Lake City - UT,141.0,94.0,111.0,-30.0,Q4_HighSupply_Oversupply,0.1279928351079708,0.0058354988176853,-0.0789647110337139,-53.0,125.0,72.0,0.0127034462552244,0.0241071164147661,0.0259310377532331,True,False,0.072198710636367,0.170636632304219
Des Moines - IA,142.0,149.0,103.0,-39.0,Q4_HighSupply_Oversupply,0.0830429351042145,0.0025730949372651,-0.0316339660854632,82.0,60.0,142.0,0.0207491288303558,0.0237314702697424,0.0212541720770877,True,False,0.0442766675374679,0.1193329524980051
Pittsburgh - PA,143.0,147.0,150.0,7.0,Q3_LowSupply_Stagnant,0.0545801848366527,0.0027375239000137,-0.0596350960549633,42.0,107.0,149.0,0.0141884043166065,0.0203756922754003,0.0192840256717594,True,False,0.0547773834957674,0.1318298404336733
Washington - DC,144.0,143.0,121.0,-23.0,Q2_LowSupply_TightPerCap,0.0479942791448826,0.0015573298474368,-0.0178647229751216,-14.0,148.0,134.0,0.0022336793491302,0.0206915417432005,0.0223074356780925,True,False,0.0310132805523837,0.0878447328162577
Charlotte - NC,145.0,100.0,100.0,-45.0,Q4_HighSupply_Oversupply,0.1644100500010372,0.0077922491021623,-0.098519934375437,-51.0,145.0,94.0,0.0041896611450884,0.0232931341906859,0.0252809311178292,True,False,0.0714971861143169,0.170565897843731
Wichita - KS,146.0,150.0,149.0,3.0,Q4_HighSupply_Oversupply,0.0797584567462703,0.0039901800195244,-0.07280056761198,95.0,53.0,148.0,0.0213172740482292,0.0233907213207367,0.0205674241030524,True,True,0.0457627343799276,0.09600719519564
Boston - MA,147.0,142.0,136.5,-10.5,Q4_HighSupply_Oversupply,0.1072173985640341,0.0051192487611126,-0.0904264206585221,15.0,108.0,123.0,0.0141109959130443,0.02309214648331,0.0232821290925981,False,False,0.0612642361074,0.1179063429816071
Atlanta - GA,148.0,125.0,86.0,-62.0,Q1_HighSupply_TightPerCap,0.0643233469926121,0.0010583774740275,-0.0132598617649368,-27.0,146.0,119.0,0.0040503951844894,0.0218524702452329,0.0236130194778003,True,True,0.0808292590850745,0.1862350182455479
Richmond - VA,149.0,113.0,123.0,-26.0,Q4_HighSupply_Oversupply,0.0830590567378539,0.0038021943561601,-0.0511050075091921,-47.0,147.0,100.0,0.0032076049136124,0.0219693132747023,0.0250776640924317,True,False,0.0597041109837519,0.1620878695035368
Nashville - TN,150.0,134.0,113.0,-37.0,Q4_HighSupply_Oversupply,0.1454568334892678,0.0078711023928621,-0.0970247767672571,-5.0,120.0,115.0,0.0130032841561329,0.0225987880037907,0.023953260636685,True,False,0.0671535464312202,0.1522993606848546
